Datetime,612FI747.PV,612FC702.PV,612FQI110.PV,612TI173F.PV,612TC106F.PV,612FQI116.PV,612TC173K.PV,612TC109E.PV,612TC138B.PV,612TC138A.PV,612PI131A.PV,612FC123.PV,612FC124.PV,612FC125.PV,612TI141A.PV,H12TI140A.PV,612TC168B.PV,612TC168A.PV,612FC127A.PV,612FC127B.PV,612PI145A.PV,612FC129.pv,612AI106A.pv,612AI106B.pv,612TC170A.PV,612TI170G.PV,612AI108A.pv,612AI108B.pv,612PC148A.pv,612FI130.PV,612FC148.PV,612TI707.PV,612FC195A.PV,612PC166Z.PV,612AI111B3.PV/100,(612FI143A.PV+612FI143B.PV+612FI143C.PV)/3,612FC201A.PV,612FC201B.PV,612FC201C.PV,612FC201D.PV,612FQI210.PV,612TI273F.PV,612TC206F.PV,612FQI216.PV,612TC273K.PV,612TC209E.PV,612TC238B.PV,612TC238A.PV,612PI231A.PV,612FC223.PV,612FC224.PV,612FC225.PV,612TI241A.PV,H12TI240A.PV,612TC268B.PV,612TC268A.PV,612FC227A.PV,612FC227B.PV,612PI245A.PV,612FC229.pv,612AI206A.pv,612AI206B.pv,612TC270A.PV,612TI270G.PV,612AI208A.pv,612AI208B.pv,612PC248A.pv,612FI330.PV,612FC248.PV,612TI707.PV,612FC295A.PV,612PC266Z.PV,612AI211B3.PV/100,(612FI243A.PV+612FI243B.PV+612FI243C.PV)/3,"Gravity, API",Specific Gravity 15.5/15.5,Total Sulfur,Total Nitrogen,IBP,5% Mass,10% Mass,20% Mass,30% Mass,40% Mass,50% Mass,60% Mass,vis 100°C,vis 175°C,MCRT,Nickel ,Vanadium,Iron,Sodium,Calcium,NC7 Asphaltenes ,NC5 Asphaltenes,SARA,Saturates,Aromatics,Resin,Asphaltene,Chloride,Residual at 579'C %,SARAII,NC5-NC7 Insoluble,SEDEX,SEDEX. CAL(By crude batch),SHFT(TR1),SHFT(TR2)
2010-09-01,0.0000 ,0.0002 ,102.1167 ,175.1376 ,293.5033 ,32237.2842 ,231.5369 ,280.0304 ,295.6092 ,289.0966 ,88.2656 ,10.4114 ,0.0000 ,0.0000 ,280.5544 ,286.1964 ,278.8432 ,258.8889 ,17619.4246 ,62.4262 ,80.0041 ,0.2348 ,20.8379 ,724.3523 ,277.7397 ,276.1594 ,24.5309 ,731.7813 ,21.9843 ,122.8676 ,120.0000 ,172.5076 ,0.0000 ,100.6477 ,0.0080 ,66031.5727 ,29.5448 ,44.9268 ,0.0000 ,0.0000 ,82.4000 ,118.4125 ,231.5732 ,17346.1338 ,122.6548 ,55.6034 ,226.4629 ,227.5416 ,37.4902 ,0.0000 ,0.0000 ,0.0000 ,212.9600 ,225.4670 ,211.6516 ,222.7650 ,3696.9091 ,0.0000 ,30.9329 ,1.7718 ,65.2634 ,654.8940 ,210.4438 ,204.3303 ,45.4959 ,749.0269 ,11.7042 ,0.0000 ,0.0000 ,172.5076 ,0.0000 ,49.3154 ,0.0000 ,28594.2370 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,0.0000 ,0.0043 ,103.3201 ,203.8388 ,299.6145 ,42786.1673 ,261.9419 ,330.2520 ,337.2943 ,300.9635 ,140.7251 ,15.0250 ,0.0000 ,0.0000 ,313.1236 ,322.8477 ,320.2388 ,294.8299 ,25348.7319 ,31.3175 ,132.4236 ,0.4421 ,24.2247 ,682.9459 ,316.9146 ,315.6822 ,26.1601 ,693.6570 ,22.6571 ,164.8519 ,120.0000 ,263.3356 ,0.0000 ,154.1224 ,0.0080 ,91189.5506 ,62.0861 ,28.4909 ,0.0000 ,0.0000 ,94.8000 ,100.9631 ,220.0442 ,30744.8736 ,174.5835 ,93.5891 ,217.0168 ,214.6592 ,38.9438 ,0.0000 ,0.0000 ,0.0000 ,209.7505 ,215.6803 ,215.7090 ,211.7112 ,13639.2160 ,2.9800 ,31.7823 ,1.7681 ,124.5142 ,673.1066 ,215.4917 ,210.5110 ,43.8970 ,748.2697 ,11.5235 ,0.0000 ,0.0000 ,263.3356 ,0.0000 ,51.4294 ,0.0000 ,45492.0639 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,1.5778 ,0.0000 ,111.7958 ,217.3236 ,294.1662 ,48376.3767 ,297.2154 ,383.2290 ,371.8713 ,306.4036 ,159.0355 ,15.0263 ,0.3952 ,0.0000 ,338.4156 ,356.1290 ,363.8947 ,331.0747 ,32717.3530 ,698.6604 ,150.8302 ,0.0013 ,27.2811 ,629.6697 ,357.2776 ,356.1233 ,30.1264 ,659.9160 ,23.3957 ,182.0215 ,120.0000 ,323.4708 ,0.0000 ,172.6543 ,0.2118 ,106253.1904 ,0.0000 ,89.6955 ,0.0000 ,0.0000 ,93.2000 ,152.5349 ,220.0315 ,34391.3549 ,175.8565 ,101.7262 ,212.9992 ,214.4960 ,39.3136 ,0.0000 ,0.0000 ,0.0000 ,207.4269 ,212.5071 ,210.5016 ,208.8365 ,13978.9313 ,0.0000 ,31.8506 ,1.7663 ,32.8940 ,673.5421 ,210.4256 ,206.3321 ,42.3585 ,750.2047 ,11.4310 ,0.0000 ,0.0000 ,323.4708 ,0.0000 ,51.7601 ,0.0000 ,50680.4454 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-04,88.3191 ,0.0000 ,162.5491 ,234.9315 ,299.7813 ,64141.9661 ,325.7597 ,412.1176 ,387.6546 ,314.2463 ,159.8481 ,13.2864 ,15.9956 ,0.0000 ,344.8465 ,363.7810 ,396.6080 ,335.4409 ,33552.5580 ,16693.5448 ,151.6701 ,0.0256 ,41.4215 ,551.8475 ,388.9954 ,387.8113 ,45.6607 ,663.2176 ,23.6842 ,159.2755 ,120.0000 ,370.2267 ,0.0000 ,173.8069 ,0.9699 ,134665.1001 ,71.0056 ,19.1323 ,0.0000 ,0.0000 ,96.0000 ,100.6736 ,220.3758 ,34389.8554 ,173.9345 ,101.6313 ,212.7227 ,214.8987 ,39.2994 ,0.0000 ,0.0000 ,0.0000 ,207.1974 ,212.2299 ,209.0608 ,207.9174 ,14121.9882 ,0.0000 ,31.7776 ,1.7684 ,33.1559 ,734.5747 ,209.1866 ,205.1342 ,44.9539 ,752.5951 ,11.4622 ,0.0000 ,0.0000 ,370.2267 ,0.0000 ,51.7684 ,0.0000 ,50968.5830 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-05,105.9604 ,1.9634 ,180.9121 ,242.1836 ,312.6175 ,65004.9234 ,322.5120 ,429.1866 ,393.2499 ,326.2320 ,160.0821 ,14.6987 ,11.9207 ,0.0000 ,354.0526 ,373.2896 ,400.6323 ,336.3587 ,28061.9673 ,24463.9497 ,151.9381 ,0.0000 ,41.1554 ,561.2338 ,394.2629 ,393.1950 ,46.7941 ,674.2168 ,23.7237 ,199.5568 ,120.0000 ,374.7882 ,0.0000 ,174.0761 ,0.9759 ,138382.3686 ,88.6686 ,0.0115 ,0.0000 ,0.0000 ,96.2000 ,83.3681 ,229.7493 ,34504.4338 ,177.5442 ,102.8079 ,219.2826 ,223.8540 ,39.1595 ,0.0000 ,0.0000 ,0.0000 ,213.3881 ,218.5976 ,212.9774 ,213.5220 ,14099.8687 ,0.0000 ,31.7896 ,1.7813 ,34.3696 ,686.5687 ,212.8503 ,208.9263 ,49.9173 ,745.6183 ,11.4465 ,0.0000 ,0.0000 ,374.7882 ,0.0000 ,51.6028 ,0.0000 ,50708.7587 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,100.7481 ,5.1902 ,182.5205 ,250.4689 ,315.8233 ,65000.2846 ,322.5512 ,437.3588 ,396.0924 ,330.7832 ,164.4596 ,15.0261 ,9.0745 ,0.4610 ,358.9407 ,377.5955 ,401.6018 ,340.7391 ,31752.1395 ,22527.1363 ,156.2750 ,0.3959 ,40.0262 ,608.8677 ,395.0861 ,394.0527 ,46.0975 ,675.7053 ,23.6805 ,172.2915 ,120.0000 ,373.3081 ,0.0000 ,178.8086 ,0.9983 ,141113.6925 ,87.9530 ,0.1916 ,0.0000 ,0.0000 ,96.0000 ,77.4070 ,230.0069 ,34672.8793 ,179.6559 ,101.2003 ,221.7404 ,223.8774 ,38.9389 ,0.0000 ,0.0000 ,0.0000 ,208.0489 ,221.1995 ,217.1059 ,213.5990 ,14115.1641 ,0.0000 ,31.6772 ,1.7752 ,97.8644 ,739.9315 ,216.8438 ,212.7747 ,50.1094 ,740.4176 ,11.6889 ,0.0000 ,0.0000 ,373.3081 ,0.0000 ,51.3562 ,0.0000 ,50445.6483 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,98.3962 ,5.0343 ,188.0424 ,261.4385 ,318.2758 ,65003.2317 ,316.9924 ,434.6436 ,398.9735 ,332.3621 ,175.1366 ,15.0069 ,8.7850 ,5.5671 ,361.6757 ,377.4843 ,405.0902 ,344.6734 ,35099.3717 ,22110.9312 ,165.6534 ,0.3221 ,41.7748 ,582.7302 ,398.6479 ,397.5778 ,48.2168 ,669.4693 ,23.9211 ,214.8545 ,120.0000 ,379.6520 ,0.0000 ,191.9585 ,0.9900 ,146825.0216 ,68.8274 ,20.3941 ,0.0000 ,0.0000 ,96.0000 ,90.5063 ,241.5753 ,34628.3287 ,180.1813 ,99.2334 ,226.8203 ,234.8293 ,38.9423 ,0.0000 ,0.0000 ,0.0000 ,216.8623 ,225.8408 ,218.9946 ,218.2270 ,14106.4814 ,0.0000 ,31.7063 ,1.7765 ,59.5430 ,701.5233 ,218.5863 ,214.2969 ,51.8174 ,739.3851 ,11.5889 ,0.0000 ,0.0000 ,379.6520 ,0.0000 ,51.3431 ,0.0000 ,49961.0484 ,6.2,1.0269,4.52,3932.6,501,544,562,590,619,650,688,732,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,98.6451 ,5.0313 ,188.6579 ,262.1329 ,319.5759 ,62152.1790 ,315.4994 ,448.3516 ,398.9771 ,334.9844 ,175.1948 ,14.9819 ,7.2827 ,6.0074 ,362.7961 ,378.3649 ,404.1738 ,345.7245 ,36267.3161 ,20976.6272 ,165.7219 ,0.1092 ,37.9596 ,565.3275 ,398.2736 ,397.3061 ,47.0087 ,671.4037 ,23.7682 ,199.8617 ,120.0000 ,379.4488 ,0.0000 ,192.0968 ,0.9933 ,144034.5393 ,0.0000 ,82.0430 ,19.9915 ,0.0000 ,98.9000 ,177.0087 ,258.3599 ,30599.8950 ,207.7532 ,191.4750 ,248.9061 ,253.2610 ,54.0515 ,0.0000 ,0.0000 ,0.0000 ,244.1866 ,247.7932 ,238.5660 ,239.5165 ,11689.9671 ,441.6171 ,46.6935 ,1.7724 ,30.9485 ,725.0430 ,236.8898 ,233.7563 ,40.3987 ,731.7824 ,11.9306 ,0.0000 ,0.0000 ,379.4488 ,0.0000 ,65.7808 ,0.6538 ,51840.7539 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,99.7558 ,5.0387 ,190.0074 ,260.6378 ,322.2879 ,60002.0627 ,315.9873 ,464.9839 ,398.7093 ,339.1410 ,175.2323 ,14.9865 ,4.3211 ,6.0068 ,364.7466 ,379.5000 ,402.1829 ,349.7764 ,40427.8768 ,16628.2828 ,165.7810 ,0.4733 ,36.2737 ,556.3834 ,396.8906 ,395.9496 ,46.3445 ,672.1858 ,23.8605 ,197.5292 ,120.0000 ,376.3085 ,0.0000 ,192.1281 ,0.9986 ,140959.1175 ,0.0000 ,46.5553 ,58.4128 ,0.0000 ,93.4000 ,225.3097 ,278.7626 ,34629.8696 ,229.0246 ,329.8725 ,291.1465 ,282.6987 ,101.3468 ,10.6992 ,0.0000 ,0.0000 ,278.8020 ,283.9840 ,272.2324 ,262.3835 ,21672.7356 ,0.0000 ,93.9913 ,1.7702 ,20.7206 ,745.6491 ,269.0375 ,267.7730 ,34.8236 ,749.5553 ,18.5873 ,0.0000 ,0.0000 ,376.3085 ,0.0000 ,113.7609 ,0.9671 ,69135.9890 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,102.8244 ,5.0359 ,190.0224 ,260.4285 ,324.0221 ,59998.1329 ,319.7143 ,456.6189 ,398.4920 ,339.1029 ,174.9960 ,14.9898 ,0.0000 ,6.0062 ,366.0765 ,381.3805 ,403.5243 ,354.7136 ,43313.9579 ,13683.8161 ,165.5817 ,0.3881 ,35.7290 ,532.7130 ,398.2978 ,397.3288 ,46.2150 ,671.1801 ,23.9036 ,201.8570 ,120.0000 ,377.9782 ,0.0000 ,191.9558 ,1.0000 ,139164.1833 ,0.0000 ,64.3388 ,43.1641 ,0.0000 ,91.2000 ,215.3273 ,304.0184 ,38643.6013 ,260.4376 ,349.9102 ,342.7315 ,307.3312 ,115.2904 ,15.0010 ,0.0000 ,0.0000 ,317.8313 ,327.9117 ,316.9267 ,302.4025 ,26857.0639 ,246.9651 ,107.9782 ,1.7721 ,21.9662 ,711.8348 ,312.7218 ,311.4216 ,35.1615 ,718.0283 ,20.5727 ,0.0000 ,0.0000 ,377.9782 ,0.0000 ,127.7132 ,0.9802 ,78400.2139 ,6.2,1.0269,4.52,3932.6,501,544,562,590,619,650,688,732,4336,107.2,23.14,42.8,114.5,,0.8,13,11.4,18.5,0.37,,,,,,,,7.1,,,,
2010-09-11,140.5523 ,6.7446 ,189.9739 ,263.3386 ,324.6095 ,60591.7703 ,320.0062 ,465.6437 ,398.0930 ,340.9809 ,175.0366 ,15.0253 ,0.0000 ,6.0022 ,367.4134 ,382.5793 ,403.9933 ,356.7288 ,44497.4652 ,13039.6531 ,165.6260 ,0.1605 ,35.4489 ,535.5509 ,398.9233 ,397.8401 ,45.7673 ,673.6617 ,23.9683 ,183.7256 ,120.0000 ,377.2470 ,0.0000 ,191.9828 ,1.0000 ,140309.9097 ,39.9588 ,21.5320 ,48.5202 ,15.8205 ,115.7000 ,235.4797 ,295.6945 ,50664.9433 ,309.1384 ,356.8345 ,376.4148 ,302.8231 ,157.6079 ,11.7015 ,4.0968 ,0.0000 ,350.2516 ,360.3981 ,368.0776 ,337.7770 ,34941.5888 ,2792.2633 ,150.4233 ,1.5565 ,33.7275 ,641.6479 ,362.5195 ,360.8279 ,45.2070 ,674.9881 ,23.9798 ,0.0001 ,0.0000 ,377.2470 ,0.0000 ,167.2453 ,0.9436 ,98773.0228 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-12,106.9505 ,5.5671 ,189.9815 ,271.6362 ,323.2076 ,62655.5069 ,320.6583 ,455.1802 ,400.0164 ,338.9129 ,175.3872 ,15.0270 ,0.2471 ,6.0014 ,370.5333 ,385.0125 ,404.2035 ,358.6024 ,47449.4413 ,12182.1177 ,166.0036 ,0.5914 ,37.0686 ,574.7258 ,399.2855 ,398.1425 ,46.2053 ,676.1546 ,23.9570 ,164.5279 ,120.0000 ,377.1725 ,0.0000 ,192.3278 ,0.9998 ,145283.6639 ,9.1256 ,0.0179 ,64.6464 ,39.3465 ,107.8000 ,258.1861 ,300.9682 ,19234.5507 ,253.9945 ,274.5031 ,340.5125 ,297.7536 ,110.3035 ,0.8628 ,4.6826 ,1.2533 ,258.3452 ,329.0433 ,343.1975 ,316.3249 ,807.8825 ,215.4120 ,103.9425 ,1.5198 ,34.7203 ,668.1585 ,340.3237 ,326.8118 ,45.9543 ,697.1459 ,25.0893 ,0.0695 ,0.0000 ,377.1725 ,0.0000 ,110.6757 ,0.9683 ,19727.0449 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-13,112.5210 ,4.0360 ,189.9985 ,273.5808 ,323.0008 ,64001.5842 ,323.1602 ,452.4784 ,400.9461 ,338.6551 ,175.5007 ,15.0265 ,1.3020 ,6.0024 ,370.7218 ,384.6444 ,406.8061 ,360.2772 ,46660.6010 ,14339.2655 ,166.0902 ,0.8829 ,38.0810 ,575.6645 ,401.4284 ,400.3606 ,46.1987 ,673.9288 ,23.8885 ,169.5619 ,120.0000 ,381.9462 ,0.0000 ,192.4242 ,0.9981 ,147197.8839 ,13.0910 ,0.0000 ,50.0064 ,46.1796 ,101.3000 ,261.8285 ,311.7195 ,29912.6642 ,281.1607 ,340.7503 ,340.3293 ,311.8251 ,78.2438 ,0.0000 ,0.0000 ,0.0000 ,334.8238 ,339.3217 ,332.7133 ,305.7981 ,18965.3504 ,0.0000 ,71.1762 ,1.5233 ,20.6163 ,710.0088 ,328.7421 ,326.8066 ,39.1236 ,710.7912 ,25.1998 ,781.3487 ,0.0000 ,381.9462 ,0.0000 ,90.7375 ,0.9694 ,60202.8959 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,112.2660 ,3.7409 ,190.0633 ,273.7683 ,323.5271 ,64000.0505 ,324.0015 ,455.0999 ,401.1235 ,339.5806 ,175.4910 ,15.0271 ,0.0000 ,6.0020 ,372.2845 ,386.2748 ,407.2022 ,361.2291 ,45940.1770 ,15058.9037 ,166.0975 ,0.4963 ,37.9533 ,555.3651 ,402.1010 ,401.1434 ,46.4996 ,676.8260 ,23.8937 ,151.4582 ,83.2768 ,382.5486 ,0.0000 ,192.4169 ,0.9975 ,147240.3619 ,8.9672 ,0.0000 ,49.9998 ,45.2465 ,96.1000 ,261.0729 ,315.3925 ,34764.0932 ,288.0451 ,349.4226 ,356.2273 ,316.6727 ,101.9430 ,5.5207 ,0.0000 ,0.0000 ,345.0455 ,351.1964 ,345.6511 ,318.7476 ,23094.8040 ,270.7180 ,94.8494 ,1.5235 ,23.6487 ,698.6299 ,340.8470 ,339.2610 ,41.3629 ,706.0907 ,25.2012 ,2000.0000 ,0.0000 ,382.5486 ,0.0000 ,114.5162 ,0.9457 ,71247.1533 ,5.6,1.0317,4.8,3990,266,527,547,574,597,622,650,684,3368,93.8,22.66,19.6,77.9,8.9,6.5,0.7,9.27,16.5,0.3,,,,,,,,7.25,,,,
2010-09-15,162.9401 ,7.3452 ,190.0699 ,277.4159 ,327.0184 ,51487.8759 ,322.3865 ,450.7739 ,394.7089 ,338.8139 ,164.9852 ,15.0273 ,1.7067 ,4.8390 ,364.0667 ,381.0966 ,399.0354 ,355.6409 ,43838.8514 ,13272.4904 ,155.8017 ,0.6735 ,35.9010 ,563.5705 ,395.1270 ,394.2347 ,50.3138 ,691.7761 ,23.9806 ,175.8993 ,19.5132 ,368.8230 ,0.0000 ,181.5184 ,0.9962 ,130108.1962 ,55.2836 ,0.0000 ,49.9973 ,22.9915 ,127.5000 ,259.8614 ,301.5846 ,57872.9133 ,320.5843 ,346.9246 ,383.5209 ,306.4561 ,158.3246 ,13.6893 ,5.6529 ,0.0000 ,360.4201 ,368.7377 ,381.7633 ,345.1694 ,36844.7222 ,6213.5405 ,150.9370 ,1.5269 ,39.4938 ,662.9976 ,376.3273 ,375.0676 ,50.3720 ,680.5976 ,25.0983 ,2000.0000 ,0.0000 ,368.8230 ,0.0000 ,173.6186 ,0.8465 ,110609.2499 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,177.2812 ,7.9793 ,181.0914 ,274.4920 ,335.1637 ,45000.8430 ,325.8753 ,459.4921 ,394.3840 ,345.6937 ,157.7727 ,15.0262 ,0.0000 ,0.0000 ,369.3866 ,387.1586 ,398.3697 ,356.9355 ,35192.4994 ,10347.7484 ,148.5342 ,0.6426 ,30.6449 ,647.3314 ,394.5466 ,393.5389 ,46.1818 ,690.9020 ,24.4518 ,162.3570 ,16.7347 ,371.3075 ,0.0000 ,173.9178 ,0.9842 ,111615.1013 ,86.2364 ,0.0000 ,49.9958 ,13.8015 ,155.2000 ,260.7644 ,307.5598 ,61507.9073 ,322.9890 ,353.5681 ,386.5846 ,311.9177 ,158.4627 ,9.6737 ,14.8637 ,0.0000 ,357.1067 ,367.9104 ,394.7009 ,343.5699 ,39768.9157 ,12639.6038 ,151.4116 ,1.5313 ,45.8886 ,657.3938 ,391.9556 ,390.8624 ,55.2134 ,680.3423 ,24.5133 ,2000.0000 ,0.0000 ,371.3075 ,0.0000 ,174.4432 ,0.8420 ,119300.7688 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,179.8505 ,7.9769 ,178.3086 ,278.7836 ,334.1311 ,44999.1844 ,325.9852 ,446.3051 ,395.7484 ,343.5996 ,157.8742 ,15.0270 ,0.0000 ,0.0000 ,368.1224 ,386.4981 ,401.8478 ,355.4152 ,34422.1523 ,10578.2044 ,148.6128 ,0.7101 ,32.9591 ,663.2962 ,397.6630 ,396.5986 ,45.1493 ,687.9029 ,24.2048 ,169.5475 ,15.3129 ,371.6118 ,0.0000 ,173.9982 ,0.9813 ,110556.7456 ,84.9826 ,0.0000 ,50.0013 ,18.2717 ,153.7000 ,261.9863 ,310.0660 ,61339.2147 ,325.7332 ,360.0387 ,385.4185 ,315.4447 ,159.1177 ,10.9944 ,9.9768 ,0.0000 ,359.1459 ,370.6196 ,393.1648 ,343.5180 ,39767.4785 ,11947.9125 ,152.0135 ,1.5311 ,35.7258 ,675.6021 ,390.2769 ,389.1659 ,51.2388 ,690.0917 ,24.2093 ,2000.0000 ,0.0000 ,371.6118 ,0.0000 ,174.8736 ,0.8819 ,119214.9590 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-18,195.4011 ,7.9786 ,181.0542 ,281.4476 ,336.0975 ,44999.3663 ,326.0315 ,449.8141 ,397.0532 ,345.4855 ,157.8104 ,15.0253 ,0.0000 ,0.0000 ,370.4771 ,388.2828 ,403.2259 ,357.1234 ,34416.9976 ,10581.5609 ,148.5579 ,0.6190 ,33.5349 ,658.9910 ,399.1379 ,398.0973 ,45.6616 ,686.9438 ,24.3163 ,153.7200 ,15.3245 ,374.5981 ,0.0000 ,173.9742 ,0.9790 ,110472.3917 ,97.5078 ,0.0000 ,50.0035 ,19.9603 ,165.4000 ,265.5425 ,318.0094 ,61272.4566 ,321.1964 ,361.2321 ,390.0061 ,321.9230 ,159.0553 ,13.7897 ,6.3008 ,0.0000 ,366.6311 ,376.8104 ,394.9798 ,352.1565 ,43628.5089 ,7525.6302 ,151.9794 ,1.5279 ,37.5044 ,677.0823 ,392.9010 ,391.8582 ,51.3829 ,692.6186 ,24.3298 ,2000.0000 ,0.0000 ,374.5981 ,0.0000 ,174.8846 ,0.8769 ,119312.5576 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-19,214.7234 ,7.9770 ,184.0092 ,283.6632 ,336.9466 ,45001.0223 ,326.0128 ,448.2028 ,398.4838 ,345.8211 ,157.7202 ,15.0266 ,0.0000 ,0.0000 ,370.7269 ,388.7084 ,404.4097 ,358.0116 ,34463.5859 ,10537.2862 ,148.4759 ,0.7812 ,35.4259 ,662.1699 ,400.2752 ,399.2091 ,47.3154 ,685.8175 ,24.5737 ,179.9966 ,14.2716 ,378.1477 ,0.0000 ,173.9221 ,0.9755 ,110238.6976 ,110.7172 ,0.0000 ,49.9985 ,20.4216 ,178.7000 ,275.0494 ,319.2612 ,61534.7927 ,321.7577 ,362.1808 ,395.6957 ,322.8665 ,159.5071 ,15.0040 ,9.2340 ,0.2622 ,369.6403 ,379.7039 ,401.2914 ,354.6139 ,41170.0525 ,9872.5859 ,152.0490 ,1.5296 ,43.2535 ,668.2121 ,396.9520 ,395.9355 ,54.6070 ,688.7962 ,24.6131 ,2000.0000 ,0.0000 ,378.1477 ,0.0000 ,175.4961 ,0.8701 ,123107.1686 ,5.6,1.0317,4.8,3990,266,527,547,574,597,622,650,684,3368,93.8,22.66,19.6,77.9,8.9,6.5,0.7,9.27,16.5,0.3,,,,,,,,7.25,,,,
2010-09-20,225.2758 ,7.9780 ,183.9978 ,282.8789 ,336.8589 ,44999.2671 ,326.0047 ,449.7500 ,399.4033 ,345.8487 ,157.6965 ,15.0275 ,0.0000 ,0.0000 ,370.8303 ,388.8040 ,405.7352 ,358.2091 ,34471.6066 ,10528.3636 ,148.4423 ,0.5876 ,36.4122 ,661.5612 ,401.5642 ,400.3855 ,50.2515 ,686.3372 ,24.7321 ,164.3486 ,9.9537 ,379.1692 ,0.0000 ,173.9329 ,0.8481 ,110419.6269 ,114.3867 ,0.0000 ,50.0045 ,18.7278 ,180.0000 ,274.7729 ,319.1204 ,60798.3188 ,330.0176 ,370.9505 ,398.8549 ,323.8094 ,161.4200 ,15.0049 ,7.4758 ,5.5843 ,368.7394 ,377.9233 ,403.4028 ,356.0832 ,42309.0173 ,8995.5802 ,152.1542 ,1.5278 ,46.9505 ,666.5241 ,398.3634 ,397.1267 ,55.6060 ,689.7294 ,24.7903 ,2000.0000 ,0.0000 ,379.1692 ,0.0000 ,177.5286 ,0.7901 ,124077.1898 ,5.6,1.0317,4.8,3990,266,527,547,574,597,622,650,684,3368,93.8,22.66,19.6,77.9,8.9,6.5,0.7,9.27,16.5,0.3,,,,,,,,7.25,,,,
2010-09-21,240.9949 ,7.9751 ,184.0174 ,283.7343 ,336.0492 ,44998.2139 ,326.0207 ,435.2032 ,400.5682 ,343.6543 ,157.7550 ,15.6713 ,0.0000 ,0.0000 ,371.5750 ,389.0666 ,406.8641 ,356.3737 ,33108.4275 ,11889.6356 ,148.5031 ,0.4930 ,38.0645 ,660.8427 ,402.6384 ,401.4424 ,52.6327 ,685.5056 ,24.9030 ,161.2903 ,10.9795 ,381.6073 ,0.0000 ,173.9791 ,0.7276 ,110807.2401 ,124.3321 ,0.0000 ,48.3929 ,4.2587 ,180.2000 ,276.6904 ,315.3999 ,61109.4763 ,327.7184 ,371.2511 ,401.0168 ,320.6214 ,161.7763 ,12.6249 ,6.3500 ,6.0356 ,372.0251 ,381.1798 ,406.8434 ,355.6214 ,39331.5393 ,11727.2540 ,152.2021 ,1.5279 ,49.4872 ,661.6047 ,401.5580 ,400.3436 ,56.5614 ,688.2550 ,24.9693 ,2000.0000 ,0.0000 ,381.6073 ,0.0000 ,177.9279 ,0.7138 ,124300.2775 ,5.6,1.032,5.07,3726.8,491,536,553,579,605,633,665,703,4652,167.7,23.7,45.1,129.9,12.6,18.3,1.1,10.14,18.4,0.27,,,,,,,,8.29,,,,
2010-09-22,258.9274 ,7.9795 ,183.9866 ,283.7851 ,334.0680 ,45002.0835 ,326.0042 ,436.9629 ,401.3751 ,342.2330 ,157.7711 ,18.0249 ,0.0000 ,0.0000 ,371.7489 ,388.6938 ,407.3963 ,354.1422 ,31696.6444 ,13303.6806 ,148.5541 ,1.2116 ,41.2561 ,667.1018 ,402.9917 ,401.9522 ,57.1375 ,686.3218 ,25.0001 ,132.4915 ,16.2327 ,382.0118 ,0.0000 ,173.9669 ,0.7251 ,110675.9908 ,137.3226 ,0.0000 ,45.5786 ,0.0000 ,186.3000 ,279.1305 ,314.2451 ,61030.9167 ,322.9936 ,373.4117 ,401.5919 ,319.6561 ,161.7475 ,10.0050 ,6.5963 ,6.0340 ,374.5412 ,384.0996 ,407.5266 ,356.6761 ,38920.8121 ,12144.5664 ,152.1339 ,1.5337 ,52.8323 ,665.3972 ,402.3505 ,401.2544 ,62.1682 ,692.6734 ,25.0649 ,1999.9962 ,0.0000 ,382.0118 ,0.0000 ,177.8666 ,0.7116 ,124391.6962 ,5.6,1.032,5.07,3726.8,491,536,553,579,605,633,665,703,4652,167.7,23.7,45.1,129.9,12.6,18.3,1.1,10.14,18.4,0.27,,,,,,,,8.29,,,,
